oare_id,online transcript,cdli_id,aliases,label,publication_catalog,description,genre_label,inventory_position,online_catalog,note,interlinear_commentary,online_information,excavation_no,oatp_key,eBL_id,AICC_translation,transliteration_orig,transliteration
7b05ef05-e0c2-4123-905a-da6d2c3301eb,https://oare.byu.edu/epigraphies/7b05ef05-e0c2-4123-905a-da6d2c3301eb,P535751,Kt 94/k 1728 | AKT 6e 1136,Cuneiform Tablet Kt 94/k 1728 (AKT 6e 1136),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt 94/k 1728,,,https://aicuneiform.com/search?q=P535751,1 DUG GIG 2 DUG ba-pì-ru-um 1 ma-na URUDU 1 ma-na KI pè-ru-wa a-ṣé-er ṭup-pì-šu lá ṭá-ḫu-ú 1 DUG ŠE-um 0.5 DUG GIG KI šu-mì-a-wi 2 na-ru-uq ŠÀ.BA 2 DUG ar-ša-tim KI ší-li-ú-ma-an ú wa-lá-a,1 DUG GIG 2 DUG ba-pì-ru-um 1 ma-na URUDU 1 ma-na KI pè-ru-wa a-ṣé-er ṭup-pì-šu lá ṭá-ḫu-ú 1 DUG ŠE-um 0.5 DUG GIG KI šu-mì-a-wi 2 na-ru-uq ŠÀ.BA 2 DUG ar-ša-tim KI ší-li-ú-ma-an ú wa-lá-a
7b7650fc-6423-4480-b5b0-52a45d52fee1,https://oare.byu.edu/epigraphies/7b7650fc-6423-4480-b5b0-52a45d52fee1,P536883,Kt 92/k 607 | AKT 11a 153,Cuneiform Tablet Kt 92/k 607 (AKT 11a 153),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM 001-557-92,,,,,Kt 92/k 607,,,https://aicuneiform.com/search?q=P536883,{large break} qá-sú ša nu-nu-a … 0.5 ma-na KÙ.BABBAR ša nu-nu-a ù ni-wa-aḫ-šu-ša-ar a-ší-tí-šu šu-IŠTAR DUMU a-šùr-ba-ni iš-a-am-šu-nu lu ša kà-ki-im ú-lá ma-ma-an a-na šu-IŠTAR a-na šu-mì qá-… i-tù-a-ar ù qá-qí-ri ša šé-e 5 ma-na KÙ.BABBAR a-na šu-IŠTAR,<big_gap> qá-sú ša nu-nu-a <big_gap> 0.5 ma-na KÙ.BABBAR ša nu-nu-a ù ni-wa-aḫ-šu-ša-ar a-ší-tí-šu šu-IŠTAR DUMU a-šùr-ba-ni iš-a-am-šu-nu lu ša kà-ki-im ú-lá ma-ma-an a-na šu-IŠTAR a-na šu-mì qá-<big_gap> i-tù-a-ar ù qá-qí-ri ša šé-e 5 ma-na KÙ.BABBAR a-na šu-IŠTAR
7b7e6d11-9d04-4bd4-8ff4-d95654cb4c89,https://oare.byu.edu/epigraphies/7b7e6d11-9d04-4bd4-8ff4-d95654cb4c89,P535902,Kt 88/k 349 | AKT 7a 84a,Cuneiform Tablet Kt 88/k 349 (AKT 7a 84a),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt 88/k 349,,,https://aicuneiform.com/search?q=P535902,KIŠIB na-áb-sú-en₆ KIŠIB a-mur-a-šur ša ḫu-bu-ul a-šur-ra-bi 1.3333300000000001 ma-na KÙ.BABBAR ṣa-ru-pá-am ša a-šur-SIPA iš-tù ḫa-muš-tim ša tù-tù ù šu-a-nim 1.5 GÍN.TA i-na ITU.KAM-im a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb ta-aḫ-sí-is-tum a-ni-tum me-eḫ-ra-at ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-šur-ra-bi,KIŠIB na-áb-sú-en₆ KIŠIB a-mur-a-šur ša ḫu-bu-ul a-šur-ra-bi 1.3333300000000001 ma-na KÙ.BABBAR ṣa-ru-pá-am ša a-šur-SIPA iš-tù ḫa-muš-tim ša tù-tù ù šu-a-nim 1.5 GÍN.TA i-na ITU.KAM-im a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb ta-aḫ-sí-is-tum a-ni-tum me-eḫ-ra-at ṭup-pì-im ḫa-ar-mì-im ša ḫu-bu-ul a-šur-ra-bi
7ba84024-458e-4452-93b5-073052e72b24,https://oare.byu.edu/epigraphies/7ba84024-458e-4452-93b5-073052e72b24,P534828,Kt 94/k 790 | AKT 6b 346,Cuneiform Tablet Kt 94/k 790 (AKT 6b 346),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt 94/k 790,,,https://aicuneiform.com/search?q=P534828,a-na i-ku-pí-a ù e-ri-ší-im qí-bi-ma um-ma en-um-a-šur-ma a-na e-ri-ší-im qí-bi-ma a-ḫi a-ta tí-ir-tí a-bi-ni a-na KÙ.BABBAR 10 ma-na šé-bu-li-im i-li-kam 4 ma-na KÙ ṣa-ru-pá-am iš-tù ḫa-muš-tim ša e-na-aḫ-DINGIR ITU.1.KAM ma-ḫu-ur-DINGIR li-mì-im a-šùr-na-da a-na ṣí-ib-tim a-dí-na-kum-ma ṭup-pá-kà ú-kà-al 1 GÍN.TA i-na ITU.1.KAM-im a-na 1 ma-na-im ṣí-ib-tám tù-ṣa-ba-am 18 ḫa-am-ša-tum u₄-mu-ú i-li-ku-ni-kum a-ḫa-ma 3 ma-na KÙ.BABBAR ṣa-ru-pá-am iš-tù ḫa-muš-tim ša {d}MAR.TU-ba-ni ITU.1.KAM ša sá-ra-tim a-na ṣí-ib-tim a-dí-na-kum-ma 0.83333 GÍN.TA i-na ITU.KAM-im a-na 1 ma-na-im tù-ṣa-ba-am li-mì-im i-ku-pí-IŠTAR 5-x ḫa-am-ša-tum i-ta-al-kà-kum 1.3333300000000001 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am ší-im lu-qú-tí-a tù-kà-al a-ḫa-ma ku-ta-ni-a ù 0.5 ma-na KÙ.BABBAR-ma a-dí-na-kum a-ḫi a-ta bé-lí a-ta a-na mì-ma a-nim KÙ.BABBAR ú ṣí-ba-sú a-x x-ta KÙ.BABBAR ku-un-kà-ma a-ṣé-er ša ki ku-a-tí ú a-ṣé-ri-a šé-bi₄-lá-nim-ma KÙ.BABBAR qá-dí ṭup-pì-kà lu-šé-er KÙ.BABBAR a-dí 10 u₄-me-e ša-am-qí-ta-nim-ma e-ṭé-me a-bi-ni lu ni-ḫa-dí i-a-um a-bi-ma ú ku-a-um lá a-bu-kà eṭ-ra-ni,a-na i-ku-pí-a ù e-ri-ší-im qí-bi-ma um-ma en-um-a-šur-ma a-na e-ri-ší-im qí-bi-ma a-ḫi a-ta tí-ir-tí a-bi-ni a-na KÙ.BABBAR 10 ma-na šé-bu-li-im i-li-kam 4 ma-na KÙ ṣa-ru-pá-am iš-tù ḫa-muš-tim ša e-na-aḫ-DINGIR ITU.1.KAM ma-ḫu-ur-DINGIR li-mì-im a-šùr-na-da a-na ṣí-ib-tim a-dí-na-kum-ma ṭup-pá-kà ú-kà-al 1 GÍN.TA i-na ITU.1.KAM-im a-na 1 ma-na-im ṣí-ib-tám tù-ṣa-ba-am 18 ḫa-am-ša-tum u₄-mu-ú i-li-ku-ni-kum a-ḫa-ma 3 ma-na KÙ.BABBAR ṣa-ru-pá-am iš-tù ḫa-muš-tim ša {d}MAR.TU-ba-ni ITU.1.KAM ša sá-ra-tim a-na ṣí-ib-tim a-dí-na-kum-ma 0.83333 GÍN.TA i-na ITU.KAM-im a-na 1 ma-na-im tù-ṣa-ba-am li-mì-im i-ku-pí-IŠTAR 5-<gap> ḫa-am-ša-tum i-ta-al-kà-kum 1.3333300000000001 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am ší-im lu-qú-tí-a tù-kà-al a-ḫa-ma ku-ta-ni-a ù 0.5 ma-na KÙ.BABBAR-ma a-dí-na-kum a-ḫi a-ta bé-lí a-ta a-na mì-ma a-nim KÙ.BABBAR ú ṣí-ba-sú a-<gap> <gap>-ta KÙ.BABBAR ku-un-kà-ma a-ṣé-er ša ki ku-a-tí ú a-ṣé-ri-a šé-bi₄-lá-nim-ma KÙ.BABBAR qá-dí ṭup-pì-kà lu-šé-er KÙ.BABBAR a-dí 10 u₄-me-e ša-am-qí-ta-nim-ma e-ṭé-me a-bi-ni lu ni-ḫa-dí i-a-um a-bi-ma ú ku-a-um lá a-bu-kà eṭ-ra-ni
7c1b5a7f-e203-4c50-afc8-f3dbd3f37cb1,https://oare.byu.edu/epigraphies/7c1b5a7f-e203-4c50-afc8-f3dbd3f37cb1,P535763,Kt 94/k 1789 | AKT 6e 1148,Cuneiform Tablet Kt 94/k 1789 (AKT 6e 1148),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt 94/k 1789,,,https://aicuneiform.com/search?q=P535763,{2 broken lines} xx-bi₄-im DUMU … a-na me-er-i-šu 2 … DUMU i-tur₄-DINGIR 2 GÍN … DUMU ru-ba-im 1.5 GÍN a-na x x-x DUMU a-ni-nim 3 GÍN šu-sú-in DUMU a-šur-ma-lik 3 GÍN KÙ.BABBAR ù 50 NINDA a li-tí-šu 2 GÍN i-nu-mì a-na a-lim{ki} i-li-ku mì-ma a-nim a-na e-na-a-šur DUMU … 1.5 GÍN šu-ku-bu-um DUMU ú-zu-a 1.5 GÍN i-sá-a 2.5 GÍN a-mur-kà tí … DUMU x-x-ba-ni 1.5 GÍN ú-zu-bi₄-iš-ku-um … 10 GÍN i-dí-ku-bu-um … a-na me-er-i-šu 1 GÍN … GÍN šál-… {large break} …-ku-sí-tum … …-ku DUMU … a-lá-bu-um … x li-li … ša-tim 1.5 GÍN … mì-ma a-nim a-šur-ta-ak-lá-ku … ta-dí-na a-dí-ni … x ta-e-ru-nim {large break},<big_gap>-bi₄-im DUMU <big_gap> a-na me-er-i-šu 2 <big_gap> DUMU i-tur₄-DINGIR 2 GÍN <big_gap> DUMU ru-ba-im 1.5 GÍN a-na <gap> <gap>-<gap> DUMU a-ni-nim 3 GÍN šu-sú-in DUMU a-šur-ma-lik 3 GÍN KÙ.BABBAR ù 50 NINDA a li-tí-šu 2 GÍN i-nu-mì a-na a-lim{ki} i-li-ku mì-ma a-nim a-na e-na-a-šur DUMU <big_gap> 1.5 GÍN šu-ku-bu-um DUMU ú-zu-a 1.5 GÍN i-sá-a 2.5 GÍN a-mur-kà tí <big_gap> DUMU <gap>-<gap>-ba-ni 1.5 GÍN ú-zu-bi₄-iš-ku-um <big_gap> 10 GÍN i-dí-ku-bu-um <big_gap> a-na me-er-i-šu 1 GÍN <big_gap> GÍN šál-<big_gap>-ku-sí-tum <big_gap>-ku DUMU <big_gap> a-lá-bu-um <big_gap> <gap> li-li <big_gap> ša-tim 1.5 GÍN <big_gap> mì-ma a-nim a-šur-ta-ak-lá-ku <big_gap> ta-dí-na a-dí-ni <big_gap> <gap> ta-e-ru-nim <big_gap>
7c29ecff-6265-4a64-89a9-cc8ee0720e5b,https://oare.byu.edu/epigraphies/7c29ecff-6265-4a64-89a9-cc8ee0720e5b,P536702,Kt d/k 17a | AKT 10 29b,Cuneiform Tablet Kt d/k 17a (AKT 10 29b),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt d/k 17a,,,https://aicuneiform.com/search?q=P536702,KIŠIB pè-ru-a DUMU na-aḫ-x-ša-nu KIŠIB ḫa-šu-i DUMU x-x-pì-ip-ra KIŠIB kà-ra-šu-na-… KIŠIB a-lá-ḫi-im KIŠIB i-lá-li-iš-kà-an KIŠIB en-num-IŠTAR 3.5 ma-na KÙ.BABBAR i-ṣé-er a-lá-ḫi-im i-lá-li-iš-kà-an ù en-num-IŠTAR pè-ru-a i-šu 0.5 ma-na KÙ.BABBAR i ša-tim i-nu-mì ru-ba-um a-na É ú ni-pá-as e-ru-bu 0.5 ma-na.TA KÙ.BABBAR ú-ša-qú-lu i-na MU.7.ŠÈ KÙ.BABBAR ú-ša-bu-ú KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ú ke-ni-šu-nu É-tí-šu-nu ù wa-ar-ki ra-ki-is ITU.KAM ḫu-bu-ur li-mu-um i-na-sú-en₆,KIŠIB pè-ru-a DUMU na-aḫ-<gap>-ša-nu KIŠIB ḫa-šu-i DUMU <gap>-<gap>-pì-ip-ra KIŠIB kà-ra-šu-na-<big_gap> KIŠIB a-lá-ḫi-im KIŠIB i-lá-li-iš-kà-an KIŠIB en-num-IŠTAR 3.5 ma-na KÙ.BABBAR i-ṣé-er a-lá-ḫi-im i-lá-li-iš-kà-an ù en-num-IŠTAR pè-ru-a i-šu 0.5 ma-na KÙ.BABBAR i ša-tim i-nu-mì ru-ba-um a-na É ú ni-pá-as e-ru-bu 0.5 ma-na.TA KÙ.BABBAR ú-ša-qú-lu i-na MU.7.ŠÈ KÙ.BABBAR ú-ša-bu-ú KÙ.BABBAR i qá-qá-ad šál-mì-šu-nu ú ke-ni-šu-nu É-tí-šu-nu ù wa-ar-ki ra-ki-is ITU.KAM ḫu-bu-ur li-mu-um i-na-sú-en₆
7c2e8e37-0597-4646-9d58-d6684cef6e60,https://oare.byu.edu/epigraphies/7c2e8e37-0597-4646-9d58-d6684cef6e60,P535738,Kt 94/k 1631 | AKT 6e 1122,Cuneiform Tablet Kt 94/k 1631 (AKT 6e 1122),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt 94/k 1631,,,https://aicuneiform.com/search?q=P535738,9 GÍN KÙ.BABBAR i-nu-mì a-na a-lim{ki} en-na-sú-in DUMU ku-bi-ku a-dí-šu-um,9 GÍN KÙ.BABBAR i-nu-mì a-na a-lim{ki} en-na-sú-in DUMU ku-bi-ku a-dí-šu-um
7c3f5aa2-3a61-4f89-9518-50d99440973c,https://oare.byu.edu/epigraphies/7c3f5aa2-3a61-4f89-9518-50d99440973c,P536795,Kt 92/k 306 | AKT 11a 60,Cuneiform Tablet Kt 92/k 306 (AKT 11a 60),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM 001-265-92,,,,,Kt 92/k 306,,,https://aicuneiform.com/search?q=P536795,a-na šu-IŠTAR qí-bi-ma um-ma ba-zi-a-ma 5.66666 ma-na 1.25 GÍN KÙ.BABBAR ša ṭup-pí-a ḫa-ar-mì-im ša a-na PÚZUR-a-šur DUMU a-šur-dan ḫa-bu-lá-ku-ni-ma ṭup-pí-i i-na-a DUMU e-lá-lí ú-kà-lu {d}en-LÍL-ba-ni iš-pu-ra-am um-ma šu-ut-ma ṭup-pá-kà ḫa-ar-ma-am iš-tí i-na-a ú-šé-ṣí-a-ma a-na-ku ú-kà-al-ma 5.66666 ma-na 1.25 GÍN KÙ.BABBAR šé-bi₄-lá-ma ṭup-pá-kà ḫa-ar-ma-am ša ku-nu-ki-kà a-na ša ki-ma ku-a-tí lu-šé-er 5.66666 ma-na 1.25 GÍN KÙ.BABBAR ku-nu-ki-a ma-nu-ki-a-šur DUMU a-da-da na-áš-a-kum a-ḫi a-ta be-lí a-ta KÙ.BABBAR šu-qú-ul-ma ṭup-pí-i šé-ṣí-a-ma li-di-šu-ma iš-ti-kà li-bi-ší ú té-er-ta-kà iš-tí ur-da-a-šur li-li-kam 0.5 ma-na 5 GÍN KÙ.BABBAR ku-nu-ki a-na sà-ḫe-er-tim na-ší-i a-ma-kam lá i-sà-ḫu-ur,a-na šu-IŠTAR qí-bi-ma um-ma ba-zi-a-ma 5.66666 ma-na 1.25 GÍN KÙ.BABBAR ša ṭup-pí-a ḫa-ar-mì-im ša a-na PÚZUR-a-šur DUMU a-šur-dan ḫa-bu-lá-ku-ni-ma ṭup-pí-i i-na-a DUMU e-lá-lí ú-kà-lu {d}en-LÍL-ba-ni iš-pu-ra-am um-ma šu-ut-ma ṭup-pá-kà ḫa-ar-ma-am iš-tí i-na-a ú-šé-ṣí-a-ma a-na-ku ú-kà-al-ma 5.66666 ma-na 1.25 GÍN KÙ.BABBAR šé-bi₄-lá-ma ṭup-pá-kà ḫa-ar-ma-am ša ku-nu-ki-kà a-na ša ki-ma ku-a-tí lu-šé-er 5.66666 ma-na 1.25 GÍN KÙ.BABBAR ku-nu-ki-a ma-nu-ki-a-šur DUMU a-da-da na-áš-a-kum a-ḫi a-ta be-lí a-ta KÙ.BABBAR šu-qú-ul-ma ṭup-pí-i šé-ṣí-a-ma li-di-šu-ma iš-ti-kà li-bi-ší ú té-er-ta-kà iš-tí ur-da-a-šur li-li-kam 0.5 ma-na 5 GÍN KÙ.BABBAR ku-nu-ki a-na sà-ḫe-er-tim na-ší-i a-ma-kam lá i-sà-ḫu-ur
7c5a0023-5858-400e-add3-0a5a1a344a1f,https://oare.byu.edu/epigraphies/7c5a0023-5858-400e-add3-0a5a1a344a1f,P536572,Kt c/k 1515 | AKT 9a 68,Cuneiform Tablet Kt c/k 1515 (AKT 9a 68),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt c/k 1515,,,https://aicuneiform.com/search?q=P536572,um-ma ḫa-nu-nu ù šu-IŠTAR-ma a-na IŠTAR-ba-ni qí-bi-ma lá-ma šu-IŠTAR i-li-kà-ni ma-ṣí-DINGIR mì-ma TÚG.ḪI-tí-kà a-na wa-aḫ-šu-ša-na i-ta-ba-al 4 GÚ AN.NA šu-uq-lá-tim DUMU pu-šu-ke-en₆ i-na É kà-ri-im iṣ-ba-at-ma i-na a-lá-ak šu-IŠTAR TÚG ša ki-ma AN.NA a-na aḫ-ša-lim i-tù-ru aḫ-ša-lim ri-ig-ma-am i-dí-ma kà-lá AN.NA a-na aḫ-ša-lim ú-ta-šé-er a-na ma-lá té-er-tí-kà 3 šu-uq-lá-tim ku-nu-ki-kà ni-ip-ṭù-ur-ma 2 GÚ 20 ma-na 9 GÍN AN.NA ù li-wi-sú a-na aḫ-ša-lim ni-dí-in ší-tí AN.NA-ki-kà 1 GÚ LÁ 10 GÍN i-na ku-nu-ki-ni iš-tí aḫ-ša-lim i-ba-ší iš-tù ni-is-ḫa-at AN.NA-kà É kà-ri-im nu-ša-bi₄-ú ra-bu-tám šu-uq-lam ša i ḫa-ra-nim ma-ṣí-DINGIR ip-ṭù-ru a-na ša-du-i-tí-kà i-na É kà-ri-im ik-lu-ú ma-lá TÚG-tí-kà SIG₅ ša x i-na É kà-ri-im e-ší-im il₅-qé-ú-ni ú-lá ni-tí-ṣí 9 TÚG.ḪI-kà i-na É kà-ri-im e-li-ú-nim ù šu-nu iš-tí aḫ-ša-lim-ma i-ba-ší-ú,um-ma ḫa-nu-nu ù šu-IŠTAR-ma a-na IŠTAR-ba-ni qí-bi-ma lá-ma šu-IŠTAR i-li-kà-ni ma-ṣí-DINGIR mì-ma TÚG.ḪI-tí-kà a-na wa-aḫ-šu-ša-na i-ta-ba-al 4 GÚ AN.NA šu-uq-lá-tim DUMU pu-šu-ke-en₆ i-na É kà-ri-im iṣ-ba-at-ma i-na a-lá-ak šu-IŠTAR TÚG ša ki-ma AN.NA a-na aḫ-ša-lim i-tù-ru aḫ-ša-lim ri-ig-ma-am i-dí-ma kà-lá AN.NA a-na aḫ-ša-lim ú-ta-šé-er a-na ma-lá té-er-tí-kà 3 šu-uq-lá-tim ku-nu-ki-kà ni-ip-ṭù-ur-ma 2 GÚ 20 ma-na 9 GÍN AN.NA ù li-wi-sú a-na aḫ-ša-lim ni-dí-in ší-tí AN.NA-ki-kà 1 GÚ LÁ 10 GÍN i-na ku-nu-ki-ni iš-tí aḫ-ša-lim i-ba-ší iš-tù ni-is-ḫa-at AN.NA-kà É kà-ri-im nu-ša-bi₄-ú ra-bu-tám šu-uq-lam ša i ḫa-ra-nim ma-ṣí-DINGIR ip-ṭù-ru a-na ša-du-i-tí-kà i-na É kà-ri-im ik-lu-ú ma-lá TÚG-tí-kà SIG₅ ša <gap> i-na É kà-ri-im e-ší-im il₅-qé-ú-ni ú-lá ni-tí-ṣí 9 TÚG.ḪI-kà i-na É kà-ri-im e-li-ú-nim ù šu-nu iš-tí aḫ-ša-lim-ma i-ba-ší-ú
7c71b551-4b3e-42f3-91e8-6eae52048f27,https://oare.byu.edu/epigraphies/7c71b551-4b3e-42f3-91e8-6eae52048f27,P535531,Kt 94/k 1532 | AKT 6e 907,Cuneiform Tablet Kt 94/k 1532 (AKT 6e 907),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt 94/k 1532,,,https://aicuneiform.com/search?q=P535531,{large break} a-ma i-x-… um-ma a-tù-nu-ma … ša a-lá-ḫi-im na-… i-ba-ší-a a-ma … DUMU ki-ki-a iš-tù … i-li-kam-ma ù … AN.NA ta-áp-… uz-ni i-pé-té … 4 GÚ AN.NA … a-na ma-a-… 12 mu-ta-tum … 6 e-li-a-tum … 1 GÚ 20 ma-na AN.NA … 8 TÚG.ḪI.A lá wa … ša DINGIR-e-mu-qí mì-ma a-nim ku-nu-ki bi-it ku … e-zi-ib a-na … qí-bi-ma i-… {large break} … ṣú-ba-tù-a a-na … 20 ma-na SIG₅ x GÍN KÙ.BABBAR … GÍN KÙ.BABBAR a-na a-DI-ma-tim dí-na,<big_gap> a-ma i-<gap>-<big_gap> um-ma a-tù-nu-ma <big_gap> ša a-lá-ḫi-im na-<big_gap> i-ba-ší-a a-ma <big_gap> DUMU ki-ki-a iš-tù <big_gap> i-li-kam-ma ù <big_gap> AN.NA ta-áp-<big_gap> uz-ni i-pé-té <big_gap> 4 GÚ AN.NA <big_gap> a-na ma-a-<big_gap> 12 mu-ta-tum <big_gap> 6 e-li-a-tum <big_gap> 1 GÚ 20 ma-na AN.NA <big_gap> 8 TÚG.ḪI.A lá wa <big_gap> ša DINGIR-e-mu-qí mì-ma a-nim ku-nu-ki bi-it ku <big_gap> e-zi-ib a-na <big_gap> qí-bi-ma i-<big_gap> ṣú-ba-tù-a a-na <big_gap> 20 ma-na SIG₅ <gap> GÍN KÙ.BABBAR <big_gap> GÍN KÙ.BABBAR a-na a-DI-ma-tim dí-na
7c7c5b98-b509-44ff-9d1d-bc5b8766d101,https://oare.byu.edu/epigraphies/7c7c5b98-b509-44ff-9d1d-bc5b8766d101,P534869,Kt 94/k 626 | AKT 6b 392,Cuneiform Tablet Kt 94/k 626 (AKT 6b 392),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt 94/k 626,,,https://aicuneiform.com/search?q=P534869,um-ma pí-lá-aḫ-IŠTAR-ma a-na a-šur-ta-ak-lá-ku ù en-um-a-šur a-na en-um-a-šur qí-bi-ma áš-ta-na-me-ma a-na a-li-im ḫa-ra-kà a-dí ṭup-pí-im ša šu-mì DAM.GÀR lá-áp-tù-ni-ma iš-tí-kà i-ba-ší-ú ṭup-pá-am šu-a-tí a-šar a-na ša ša-zu-úz-tí-kà té-zi-bu-šu ša-ḫi-iz-ma ù šu-mì ša-zu-úz-tí-kà i-na li-bi tí-ir-tí-kà lu-up-ta-ma šu-ma lá šu-wa-tí-mì-in KÙ.BABBAR x x-lá-kum a-ta ú-lá ta-áš-ta-na-me ki-ma i-na ša-lá-tù-ar sí-kà-tù-ni-ma ù i-na qé-ra-áb a-li-ma i-na pu-ùḫ-ri-šu-nu sí-ḫi-tù-ni-ma x iḫ-ta-na-ṭá a-na ḫi-ṭim x i-tù-ru-ma x a-na-kam mu-ḫu-ur-šu-nu-ma … tí-ni …-na ú-lá x ḫi x ta nam ú-lá x x-mì a-na-ku ú a-ta x i-na ṭup-pí-im ša šu-mì DAM.GÀR lá-áp-tù 1 ITU.KAM iš-tí-in ú-lá ší-na wa-ar-ḫu e e-tí-qú-ma ṣí-ib-tum … i x ša ki-ma … im-ḫa-aṣ x u₄-mì-im iš-tí-in lá té-pá-áš,um-ma pí-lá-aḫ-IŠTAR-ma a-na a-šur-ta-ak-lá-ku ù en-um-a-šur a-na en-um-a-šur qí-bi-ma áš-ta-na-me-ma a-na a-li-im ḫa-ra-kà a-dí ṭup-pí-im ša šu-mì DAM.GÀR lá-áp-tù-ni-ma iš-tí-kà i-ba-ší-ú ṭup-pá-am šu-a-tí a-šar a-na ša ša-zu-úz-tí-kà té-zi-bu-šu ša-ḫi-iz-ma ù šu-mì ša-zu-úz-tí-kà i-na li-bi tí-ir-tí-kà lu-up-ta-ma šu-ma lá šu-wa-tí-mì-in KÙ.BABBAR <gap> <gap>-lá-kum a-ta ú-lá ta-áš-ta-na-me ki-ma i-na ša-lá-tù-ar sí-kà-tù-ni-ma ù i-na qé-ra-áb a-li-ma i-na pu-ùḫ-ri-šu-nu sí-ḫi-tù-ni-ma <gap> iḫ-ta-na-ṭá a-na ḫi-ṭim <gap> i-tù-ru-ma <gap> a-na-kam mu-ḫu-ur-šu-nu-ma <big_gap> tí-ni <big_gap>-na ú-lá <gap> ḫi <gap> ta nam ú-lá <gap> <gap>-mì a-na-ku ú a-ta <gap> i-na ṭup-pí-im ša šu-mì DAM.GÀR lá-áp-tù 1 ITU.KAM iš-tí-in ú-lá ší-na wa-ar-ḫu e e-tí-qú-ma ṣí-ib-tum <big_gap> i <gap> ša ki-ma <big_gap> im-ḫa-aṣ <gap> u₄-mì-im iš-tí-in lá té-pá-áš
7c864e0e-4aa7-48b7-8b93-ec018ec1a719,https://oare.byu.edu/epigraphies/7c864e0e-4aa7-48b7-8b93-ec018ec1a719,P535585,Kt 94/k 1515 | AKT 6e 961,Cuneiform Tablet Kt 94/k 1515 (AKT 6e 961),,"Cuneiform tablet, dated to the Old Assyrian Period (ca. 1950-1850 BC).",unknown,AMM —,,,,,Kt 94/k 1515,,,https://aicuneiform.com/search?q=P535585,1 GÚ URUDU SIG₅ a-lu-lu-ur ù me-er-ú-šu il₅-qé 1 ma-na ù 1 GÍN.TA KÙ.BABBAR-áp-šu 1 ma-na iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR DUMU PUZUR₄.DINGIR a-na 2 ITU.KAM i-ša-qú-lu šu-ma lá iš-qú-lu ú 3 GÍN ṣí-ib-tám i-na ITU.KAM-im a-na ma-na-im ú-ṣú-bu IGI ta-bi-a IGI kà-ma-li-a,1 GÚ URUDU SIG₅ a-lu-lu-ur ù me-er-ú-šu il₅-qé 1 ma-na ù 1 GÍN.TA KÙ.BABBAR-áp-šu 1 ma-na iš-tù ḫa-mu-uš-tim ša kur-ub-IŠTAR DUMU PUZUR₄.DINGIR a-na 2 ITU.KAM i-ša-qú-lu šu-ma lá iš-qú-lu ú 3 GÍN ṣí-ib-tám i-na ITU.KAM-im a-na ma-na-im ú-ṣú-bu IGI ta-bi-a IGI kà-ma-li-a
